04-06-2026 19:36:08 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [30%@960,10%@960,46%@960,27%@960,20%@729,45%@729,41%@729,36%@729] GR3D_FREQ 64% cv0@50.562C cpu@55.375C soc2@48.875C soc0@51.437C cv1@50.937C gpu@54.125C tj@55.375C soc1@49.625C cv2@46.218C VDD_IN 13972mW/13972mW VDD_CPU_GPU_CV 5626mW/5626mW VDD_SOC 3749mW/3749mW
04-06-2026 19:36:08 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [50%@1984,20%@1984,30%@1984,20%@1984,36%@729,27%@729,41%@729,27%@729] GR3D_FREQ 47% cv0@50.437C cpu@55.093C soc2@48.875C soc0@51.375C cv1@50.75C gpu@54.187C tj@55.093C soc1@49.593C cv2@46.343C VDD_IN 13649mW/13811mW VDD_CPU_GPU_CV 5345mW/5486mW VDD_SOC 3749mW/3749mW
04-06-2026 19:36:08 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [63%@960,45%@960,22%@960,33%@960,40%@729,33%@729,60%@729,54%@729] GR3D_FREQ 70% cv0@50.656C cpu@55.437C soc2@48.843C soc0@51.437C cv1@50.875C gpu@54.281C tj@55.687C soc1@50.125C cv2@46.343C VDD_IN 13569mW/13730mW VDD_CPU_GPU_CV 5265mW/5412mW VDD_SOC 3790mW/3763mW
04-06-2026 19:36:08 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [44%@1344,40%@1344,50%@1344,40%@1344,27%@1190,27%@1190,18%@1190,80%@1190] GR3D_FREQ 61% cv0@50.75C cpu@55.843C soc2@48.812C soc0@51.406C cv1@50.781C gpu@54.093C tj@55.843C soc1@49.562C cv2@46.312C VDD_IN 13569mW/13690mW VDD_CPU_GPU_CV 5184mW/5355mW VDD_SOC 3790mW/3770mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [50%@1984,50%@1984,12%@1984,36%@1984,11%@729,27%@729,27%@729,20%@729] GR3D_FREQ 90% cv0@50.562C cpu@55.218C soc2@48.812C soc0@51.343C cv1@50.812C gpu@53.906C tj@55.218C soc1@49.656C cv2@46.343C VDD_IN 13286mW/13609mW VDD_CPU_GPU_CV 4991mW/5282mW VDD_SOC 3749mW/3765mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [54%@1036,40%@1036,41%@1036,41%@1036,25%@1420,18%@1420,30%@1420,20%@1420] GR3D_FREQ 91% cv0@50.687C cpu@55.187C soc2@48.718C soc0@51.468C cv1@50.781C gpu@54.062C tj@55.187C soc1@49.625C cv2@46.218C VDD_IN 13084mW/13522mW VDD_CPU_GPU_CV 4830mW/5207mW VDD_SOC 3755mW/3764mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [60%@1984,40%@1984,36%@1984,45%@1984,30%@806,45%@806,45%@806,54%@806] GR3D_FREQ 80% cv0@50.406C cpu@55.125C soc2@48.781C soc0@51.468C cv1@50.656C gpu@54.062C tj@55.125C soc1@49.718C cv2@46.343C VDD_IN 13044mW/13453mW VDD_CPU_GPU_CV 4790mW/5147mW VDD_SOC 3755mW/3762mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [54%@729,27%@729,27%@729,33%@729,40%@729,22%@729,50%@729,45%@729] GR3D_FREQ 94% cv0@50.437C cpu@55.281C soc2@48.812C soc0@51.343C cv1@50.875C gpu@54.25C tj@55.281C soc1@49.562C cv2@46.281C VDD_IN 12963mW/13392mW VDD_CPU_GPU_CV 4709mW/5093mW VDD_SOC 3755mW/3762mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [45%@729,20%@729,50%@729,41%@729,40%@729,40%@729,40%@729,40%@729] GR3D_FREQ 97% cv0@50.375C cpu@55.062C soc2@48.687C soc0@51.312C cv1@50.687C gpu@53.937C tj@55.062C soc1@49.625C cv2@46.25C VDD_IN 12842mW/13331mW VDD_CPU_GPU_CV 4629mW/5041mW VDD_SOC 3755mW/3761mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [54%@1984,30%@729,30%@729,30%@729,40%@729,40%@729,40%@729,50%@729] GR3D_FREQ 71% cv0@50.406C cpu@55.218C soc2@48.593C soc0@51.375C cv1@50.656C gpu@53.812C tj@55.218C soc1@49.687C cv2@46.312C VDD_IN 12801mW/13278mW VDD_CPU_GPU_CV 4589mW/4996mW VDD_SOC 3755mW/3760mW
04-06-2026 19:36:09 RAM 6217/15655MB (lfb 6x4MB) SWAP 0/7828MB (cached 0MB) CPU [63%@1036,40%@1036,30%@1036,36%@1036,40%@1420,50%@1420,40%@1420,22%@1420] GR3D_FREQ 44% cv0@50.468C cpu@55.187C soc2@48.718C soc0@51.312C cv1@50.718C gpu@53.781C tj@55.187C soc1@49.531C cv2@46.187C VDD_IN 12761mW/13231mW VDD_CPU_GPU_CV 4589mW/4959mW VDD_SOC 3755mW/3760mW
