Timestamp,Topic,Rate(Hz)
2026-04-06 20:01:17,/clicked_point,0.0
2026-04-06 20:01:22,/diagnostics,0.0
2026-04-06 20:01:27,/goal_pose,0.0
2026-04-06 20:01:32,/initialpose,0.0
2026-04-06 20:01:37,/merged_cloud,0.0
2026-04-06 20:01:42,/parameter_events,0.0
2026-04-06 20:01:47,/rosout,197.46
2026-04-06 20:01:52,/tf,0.0
2026-04-06 20:01:57,/tf_static,0.0
2026-04-06 20:02:02,/zed1/joint_states,0.0
2026-04-06 20:02:07,/zed1/robot_description,0.0
2026-04-06 20:02:12,/zed1/zed_node/depth/camera_info,0.0
2026-04-06 20:02:17,/zed1/zed_node/depth/depth_registered,3.87
2026-04-06 20:02:22,/zed1/zed_node/depth/depth_registered/camera_info,12.22
2026-04-06 20:02:27,/zed1/zed_node/depth/depth_registered/compressed,0.0
2026-04-06 20:02:32,/zed1/zed_node/depth/depth_registered/compressedDepth,12.46
2026-04-06 20:02:37,/zed1/zed_node/depth/depth_registered/theora,0.0
2026-04-06 20:02:42,/zed1/zed_node/imu/data,103.53
2026-04-06 20:02:47,/zed1/zed_node/odom,30.20
2026-04-06 20:02:52,/zed1/zed_node/point_cloud/cloud_registered,8.16
2026-04-06 20:02:57,/zed1/zed_node/pose,28.98
2026-04-06 20:03:02,/zed1/zed_node/pose/status,29.75
2026-04-06 20:03:07,/zed1/zed_node/rgb/color/rect/camera_info,0.0
2026-04-06 20:03:12,/zed1/zed_node/rgb/color/rect/image,3.82
2026-04-06 20:03:17,/zed1/zed_node/rgb/color/rect/image/camera_info,12.31
2026-04-06 20:03:22,/zed1/zed_node/rgb/color/rect/image/compressed,14.98
2026-04-06 20:03:27,/zed1/zed_node/rgb/color/rect/image/compressedDepth,0.0
2026-04-06 20:03:32,/zed1/zed_node/rgb/color/rect/image/theora,15.01
2026-04-06 20:03:37,/zed1/zed_node/status/health,29.99
2026-04-06 20:03:42,/zed1/zed_node/status/heartbeat,0.0
2026-04-06 20:03:47,/zed2/joint_states,0.0
2026-04-06 20:03:52,/zed2/robot_description,0.0
2026-04-06 20:03:53,NO_TOPICS_FOUND,0.0
