Timestamp,Topic,Rate(Hz)
2026-04-07 21:09:47,/merged_cloud,0.0
2026-04-07 21:09:52,/merged_cloud/obstacles,0.0
2026-04-07 21:10:00,/merged_cloud,0.0
2026-04-07 21:10:05,/merged_cloud/obstacles,0.0
2026-04-07 21:10:12,/merged_cloud,0.0
2026-04-07 21:10:17,/merged_cloud/obstacles,0.0
2026-04-07 21:10:24,/merged_cloud,0.0
2026-04-07 21:10:30,/merged_cloud/obstacles,0.0
2026-04-07 21:10:37,/merged_cloud,0.0
2026-04-07 21:10:42,/merged_cloud/obstacles,0.0
2026-04-07 21:10:50,/merged_cloud,0.0
2026-04-07 21:10:55,/merged_cloud/obstacles,0.0
2026-04-07 21:11:01,/merged_cloud,0.0
2026-04-07 21:11:06,/merged_cloud/obstacles,0.0
2026-04-07 21:11:13,/merged_cloud,0.0
