Timestamp,Topic,Rate(Hz)
2026-04-06 20:05:10,/clicked_point,0.0
2026-04-06 20:05:15,/diagnostics,1.06
2026-04-06 20:05:20,/goal_pose,0.0
2026-04-06 20:05:25,/initialpose,0.0
2026-04-06 20:05:30,/merged_cloud,0.0
2026-04-06 20:05:35,/parameter_events,0.0
2026-04-06 20:05:40,/rosout,133.40
2026-04-06 20:05:45,/tf,0.0
2026-04-06 20:05:50,/tf_static,0.0
2026-04-06 20:05:55,/zed1/joint_states,0.0
2026-04-06 20:06:00,/zed1/robot_description,0.0
2026-04-06 20:06:05,/zed1/zed_node/depth/camera_info,0.0
2026-04-06 20:06:10,/zed1/zed_node/depth/depth_registered,4.98
2026-04-06 20:06:15,/zed1/zed_node/depth/depth_registered/camera_info,14.94
2026-04-06 20:06:20,/zed1/zed_node/depth/depth_registered/compressed,0.0
2026-04-06 20:06:25,/zed1/zed_node/depth/depth_registered/compressedDepth,10.67
2026-04-06 20:06:30,/zed1/zed_node/depth/depth_registered/theora,0.0
2026-04-06 20:06:35,/zed1/zed_node/imu/data,75.20
2026-04-06 20:06:40,/zed1/zed_node/odom,30.07
2026-04-06 20:06:45,/zed1/zed_node/point_cloud/cloud_registered,8.15
2026-04-06 20:06:50,/zed1/zed_node/pose,22.09
2026-04-06 20:06:55,/zed1/zed_node/pose/status,29.95
2026-04-06 20:07:00,/zed1/zed_node/rgb/color/rect/camera_info,0.0
2026-04-06 20:07:05,/zed1/zed_node/rgb/color/rect/image,9.71
2026-04-06 20:07:10,/zed1/zed_node/rgb/color/rect/image/camera_info,13.92
2026-04-06 20:07:15,/zed1/zed_node/rgb/color/rect/image/compressed,14.99
2026-04-06 20:07:20,/zed1/zed_node/rgb/color/rect/image/compressedDepth,0.0
2026-04-06 20:07:25,/zed1/zed_node/rgb/color/rect/image/theora,11.84
2026-04-06 20:07:30,/zed1/zed_node/status/health,30.04
2026-04-06 20:07:35,/zed1/zed_node/status/heartbeat,1.00
2026-04-06 20:07:40,/zed2/joint_states,0.0
2026-04-06 20:07:45,/zed2/robot_description,0.0
2026-04-06 20:07:51,/clicked_point,0.0
2026-04-06 20:07:56,/diagnostics,0.0
2026-04-06 20:08:01,/goal_pose,0.0
2026-04-06 20:08:06,/initialpose,0.0
2026-04-06 20:08:11,/merged_cloud,0.98
2026-04-06 20:08:16,/parameter_events,0.0
2026-04-06 20:08:21,/rosout,1.97
2026-04-06 20:08:26,/tf,0.0
2026-04-06 20:08:31,/tf_static,0.0
2026-04-06 20:08:36,/zed1/joint_states,0.0
2026-04-06 20:08:41,/zed1/robot_description,0.0
2026-04-06 20:08:46,/zed1/zed_node/depth/camera_info,0.0
2026-04-06 20:08:51,/zed1/zed_node/depth/depth_registered,0.0
2026-04-06 20:08:56,/zed1/zed_node/depth/depth_registered/camera_info,15.11
