Timestamp,Topic,Rate(Hz)
2026-04-10 18:17:55,/merged_cloud,1.65
2026-04-10 18:18:05,/merged_cloud/obstacles,2.76
2026-04-10 18:18:16,/merged_cloud,1.65
2026-04-10 18:18:26,/merged_cloud/obstacles,3.29
2026-04-10 18:18:37,/merged_cloud,2.60
2026-04-10 18:18:39,/merged_cloud/obstacles,0.0
2026-04-10 18:18:42,/merged_cloud/obstacles,0.0
2026-04-10 18:18:52,/merged_cloud,1.91
2026-04-10 18:19:02,/merged_cloud/obstacles,3.21
2026-04-10 18:19:13,/merged_cloud,2.74
2026-04-10 18:19:15,/merged_cloud/obstacles,0.0
2026-04-10 18:19:26,/merged_cloud,0.90
2026-04-10 18:19:27,/merged_cloud/obstacles,0.0
2026-04-10 18:19:38,/merged_cloud,1.63
2026-04-10 18:19:40,/merged_cloud/obstacles,0.0
2026-04-10 18:19:50,/merged_cloud,1.63
2026-04-10 18:19:54,/merged_cloud/obstacles,0.0
2026-04-10 18:20:04,/merged_cloud,2.05
2026-04-10 18:20:06,/merged_cloud/obstacles,0.0
2026-04-10 18:20:17,/merged_cloud,1.65
2026-04-10 18:20:18,/merged_cloud/obstacles,0.0
2026-04-10 18:20:29,/merged_cloud,2.25
2026-04-10 18:20:39,/merged_cloud/obstacles,2.32
2026-04-10 18:20:50,/merged_cloud,1.14
2026-04-10 18:20:51,/merged_cloud/obstacles,0.0
2026-04-10 18:21:02,/merged_cloud,1.84
2026-04-10 18:21:03,/merged_cloud/obstacles,0.0
2026-04-10 18:21:14,/merged_cloud,1.82
2026-04-10 18:21:15,/merged_cloud/obstacles,0.0
2026-04-10 18:21:26,/merged_cloud,1.32
2026-04-10 18:21:27,/merged_cloud/obstacles,0.0
2026-04-10 18:21:38,/merged_cloud,2.09
2026-04-10 18:21:42,/merged_cloud/obstacles,0.0
2026-04-10 18:21:53,/merged_cloud,0.0
2026-04-10 18:21:54,/merged_cloud/obstacles,0.0
2026-04-10 18:22:05,/merged_cloud,0.0
2026-04-10 18:22:09,/merged_cloud/obstacles,0.0
2026-04-10 18:22:20,/merged_cloud,0.62
2026-04-10 18:22:21,/merged_cloud/obstacles,0.0
2026-04-10 18:22:32,/merged_cloud,0.0
2026-04-10 18:22:33,/merged_cloud/obstacles,0.0
2026-04-10 18:22:44,/merged_cloud,1.62
2026-04-10 18:22:46,/merged_cloud/obstacles,0.0
2026-04-10 18:22:56,/merged_cloud,2.60
2026-04-10 18:23:00,/merged_cloud/obstacles,0.0
2026-04-10 18:23:11,/merged_cloud,0.0
2026-04-10 18:23:12,/merged_cloud/obstacles,0.0
2026-04-10 18:23:23,/merged_cloud,2.40
2026-04-10 18:23:24,/merged_cloud/obstacles,0.0
2026-04-10 18:23:35,/merged_cloud,2.81
2026-04-10 18:23:36,/merged_cloud/obstacles,0.0
2026-04-10 18:23:47,/merged_cloud,2.60
2026-04-10 18:23:48,/merged_cloud/obstacles,0.0
2026-04-10 18:23:59,/merged_cloud,2.56
2026-04-10 18:24:00,/merged_cloud/obstacles,0.0
2026-04-10 18:24:11,/merged_cloud,0.0
2026-04-10 18:24:21,/merged_cloud/obstacles,0.0
2026-04-10 18:24:32,/merged_cloud,1.72
2026-04-10 18:24:42,/merged_cloud/obstacles,2.43
2026-04-10 18:24:52,/merged_cloud,0.0
2026-04-10 18:25:02,/merged_cloud/obstacles,0.0
2026-04-10 18:25:13,/merged_cloud,0.0
2026-04-10 18:25:15,/merged_cloud/obstacles,0.0
2026-04-10 18:25:26,/merged_cloud,1.25
2026-04-10 18:25:27,/merged_cloud/obstacles,0.0
2026-04-10 18:25:38,/merged_cloud,0.0
2026-04-10 18:25:39,/merged_cloud/obstacles,0.0
2026-04-10 18:25:50,/merged_cloud,2.23
2026-04-10 18:25:54,/merged_cloud/obstacles,0.0
2026-04-10 18:26:04,/merged_cloud,1.94
2026-04-10 18:26:06,/merged_cloud/obstacles,0.0
2026-04-10 18:26:17,/merged_cloud,1.33
2026-04-10 18:26:18,/merged_cloud/obstacles,0.0
2026-04-10 18:26:29,/merged_cloud,2.50
2026-04-10 18:26:39,/merged_cloud/obstacles,0.0
2026-04-10 18:26:50,/merged_cloud,0.0
2026-04-10 18:26:52,/merged_cloud/obstacles,0.0
2026-04-10 18:27:02,/merged_cloud,2.00
2026-04-10 18:27:12,/merged_cloud/obstacles,3.36
2026-04-10 18:27:23,/merged_cloud,1.48
2026-04-10 18:27:25,/merged_cloud/obstacles,0.0
2026-04-10 18:27:35,/merged_cloud,2.47
2026-04-10 18:27:45,/merged_cloud/obstacles,2.47
2026-04-10 18:27:56,/merged_cloud,0.0
2026-04-10 18:27:57,/merged_cloud/obstacles,0.0
2026-04-10 18:28:08,/merged_cloud,0.0
2026-04-10 18:28:18,/merged_cloud/obstacles,0.0
2026-04-10 18:28:29,/merged_cloud,0.0
2026-04-10 18:28:30,/merged_cloud/obstacles,0.0
2026-04-10 18:28:41,/merged_cloud,2.07
2026-04-10 18:28:51,/merged_cloud/obstacles,0.0
2026-04-10 18:29:02,/merged_cloud,9.19
2026-04-10 18:29:03,/merged_cloud/obstacles,0.0
2026-04-10 18:29:14,/merged_cloud,4.54
2026-04-10 18:29:16,/merged_cloud/obstacles,0.0
2026-04-10 18:29:26,/merged_cloud,16.40
2026-04-10 18:29:36,/merged_cloud/obstacles,5.17
2026-04-10 18:29:47,/merged_cloud,11.50
2026-04-10 18:29:49,/merged_cloud/obstacles,0.0
2026-04-10 18:29:59,/merged_cloud,11.77
2026-04-10 18:30:09,/merged_cloud/obstacles,6.32
2026-04-10 18:30:20,/merged_cloud,8.26
2026-04-10 18:30:30,/merged_cloud/obstacles,0.0
2026-04-10 18:30:41,/merged_cloud,9.02
2026-04-10 18:30:51,/merged_cloud/obstacles,8.37
2026-04-10 18:31:02,/merged_cloud,10.02
2026-04-10 18:31:03,/merged_cloud/obstacles,0.0
2026-04-10 18:31:14,/merged_cloud,7.11
2026-04-10 18:31:16,/merged_cloud/obstacles,0.0
2026-04-10 18:31:26,/merged_cloud,3.61
2026-04-10 18:31:36,/merged_cloud/obstacles,3.63
2026-04-10 18:31:47,/merged_cloud,1.32
2026-04-10 18:31:57,/merged_cloud/obstacles,0.0
2026-04-10 18:32:08,/merged_cloud,2.63
2026-04-10 18:32:09,/merged_cloud/obstacles,0.0
2026-04-10 18:32:20,/merged_cloud,1.98
2026-04-10 18:32:21,/merged_cloud/obstacles,0.0
2026-04-10 18:32:32,/merged_cloud,2.10
2026-04-10 18:32:36,/merged_cloud/obstacles,0.0
2026-04-10 18:32:47,/merged_cloud,0.0
2026-04-10 18:32:57,/merged_cloud/obstacles,2.98
2026-04-10 18:33:07,/merged_cloud,0.0
2026-04-10 18:33:09,/merged_cloud/obstacles,0.0
2026-04-10 18:33:20,/merged_cloud,0.0
2026-04-10 18:33:30,/merged_cloud/obstacles,0.0
2026-04-10 18:33:41,/merged_cloud,2.60
2026-04-10 18:33:42,/merged_cloud/obstacles,0.0
2026-04-10 18:33:53,/merged_cloud,2.60
2026-04-10 18:33:57,/merged_cloud/obstacles,0.0
2026-04-10 18:34:08,/merged_cloud,0.52
2026-04-10 18:34:09,/merged_cloud/obstacles,0.0
2026-04-10 18:34:20,/merged_cloud,2.61
2026-04-10 18:34:22,/merged_cloud/obstacles,0.0
2026-04-10 18:34:32,/merged_cloud,2.61
2026-04-10 18:34:42,/merged_cloud/obstacles,0.0
2026-04-10 18:34:53,/merged_cloud,0.0
2026-04-10 18:34:57,/merged_cloud/obstacles,0.0
2026-04-10 18:35:08,/merged_cloud,2.08
2026-04-10 18:35:09,/merged_cloud/obstacles,0.0
2026-04-10 18:35:20,/merged_cloud,0.87
2026-04-10 18:35:21,/merged_cloud/obstacles,0.0
2026-04-10 18:35:32,/merged_cloud,0.0
2026-04-10 18:35:33,/merged_cloud/obstacles,0.0
2026-04-10 18:35:44,/merged_cloud,2.62
2026-04-10 18:35:45,/merged_cloud/obstacles,0.0
2026-04-10 18:35:56,/merged_cloud,1.31
2026-04-10 18:36:00,/merged_cloud/obstacles,0.0
2026-04-10 18:36:11,/merged_cloud,0.0
2026-04-10 18:36:13,/merged_cloud/obstacles,0.0
2026-04-10 18:36:23,/merged_cloud,0.0
2026-04-10 18:36:33,/merged_cloud/obstacles,3.57
2026-04-10 18:36:44,/merged_cloud,2.13
2026-04-10 18:36:46,/merged_cloud/obstacles,0.0
2026-04-10 18:36:56,/merged_cloud,2.68
2026-04-10 18:37:00,/merged_cloud/obstacles,0.0
2026-04-10 18:37:11,/merged_cloud,0.0
2026-04-10 18:37:12,/merged_cloud/obstacles,0.0
2026-04-10 18:37:23,/merged_cloud,0.0
2026-04-10 18:37:24,/merged_cloud/obstacles,0.0
2026-04-10 18:37:35,/merged_cloud,0.0
2026-04-10 18:37:36,/merged_cloud/obstacles,0.0
2026-04-10 18:37:47,/merged_cloud,2.35
2026-04-10 18:37:51,/merged_cloud/obstacles,0.0
2026-04-10 18:38:01,/merged_cloud,0.0
2026-04-10 18:38:03,/merged_cloud/obstacles,0.0
2026-04-10 18:38:14,/merged_cloud,1.47
2026-04-10 18:38:15,/merged_cloud/obstacles,0.0
2026-04-10 18:38:26,/merged_cloud,0.0
2026-04-10 18:38:36,/merged_cloud/obstacles,0.0
2026-04-10 18:38:47,/merged_cloud,0.0
2026-04-10 18:38:48,/merged_cloud/obstacles,0.0
2026-04-10 18:38:59,/merged_cloud,0.0
2026-04-10 18:39:00,/merged_cloud/obstacles,0.0
2026-04-10 18:39:11,/merged_cloud,0.0
2026-04-10 18:39:12,/merged_cloud/obstacles,0.0
2026-04-10 18:39:23,/merged_cloud,2.55
2026-04-10 18:39:24,/merged_cloud/obstacles,0.0
2026-04-10 18:39:35,/merged_cloud,8.29
2026-04-10 18:39:37,/merged_cloud/obstacles,0.0
2026-04-10 18:39:47,/merged_cloud,13.75
2026-04-10 18:39:49,/merged_cloud/obstacles,0.0
2026-04-10 18:39:59,/merged_cloud,8.31
2026-04-10 18:40:01,/merged_cloud/obstacles,0.0
2026-04-10 18:40:12,/merged_cloud,7.26
2026-04-10 18:40:15,/merged_cloud/obstacles,0.0
2026-04-10 18:40:26,/merged_cloud,6.39
2026-04-10 18:40:27,/merged_cloud/obstacles,0.0
2026-04-10 18:40:38,/merged_cloud,10.21
2026-04-10 18:40:39,/merged_cloud/obstacles,0.0
2026-04-10 18:40:50,/merged_cloud,4.59
2026-04-10 18:40:51,/merged_cloud/obstacles,0.0
2026-04-10 18:41:02,/merged_cloud,9.63
2026-04-10 18:41:03,/merged_cloud/obstacles,0.0
2026-04-10 18:41:14,/merged_cloud,6.91
2026-04-10 18:41:15,/merged_cloud/obstacles,0.0
2026-04-10 18:41:26,/merged_cloud,0.0
2026-04-10 18:41:36,/merged_cloud/obstacles,0.0
2026-04-10 18:41:47,/merged_cloud,2.62
2026-04-10 18:41:48,/merged_cloud/obstacles,0.0
2026-04-10 18:41:59,/merged_cloud,1.77
2026-04-10 18:42:00,/merged_cloud/obstacles,0.0
2026-04-10 18:42:11,/merged_cloud,1.88
2026-04-10 18:42:12,/merged_cloud/obstacles,0.0
2026-04-10 18:42:23,/merged_cloud,2.12
2026-04-10 18:42:25,/merged_cloud/obstacles,0.0
2026-04-10 18:42:36,/merged_cloud,2.68
2026-04-10 18:42:37,/merged_cloud/obstacles,0.0
2026-04-10 18:42:48,/merged_cloud,1.98
2026-04-10 18:42:58,/merged_cloud/obstacles,2.60
2026-04-10 18:43:08,/merged_cloud,2.71
2026-04-10 18:43:18,/merged_cloud/obstacles,0.0
2026-04-10 18:43:29,/merged_cloud,5.71
2026-04-10 18:43:33,/merged_cloud/obstacles,0.0
2026-04-10 18:43:44,/merged_cloud,1.06
2026-04-10 18:43:54,/merged_cloud/obstacles,0.0
2026-04-10 18:44:04,/merged_cloud,1.29
2026-04-10 18:44:14,/merged_cloud/obstacles,0.0
2026-04-10 18:44:25,/merged_cloud,2.11
2026-04-10 18:44:26,/merged_cloud/obstacles,0.0
2026-04-10 18:44:37,/merged_cloud,1.27
2026-04-10 18:44:39,/merged_cloud/obstacles,0.0
2026-04-10 18:44:50,/merged_cloud,2.52
2026-04-10 18:44:51,/merged_cloud/obstacles,0.0
2026-04-10 18:45:02,/merged_cloud,0.0
2026-04-10 18:45:06,/merged_cloud/obstacles,0.0
2026-04-10 18:45:17,/merged_cloud,0.0
2026-04-10 18:45:18,/merged_cloud/obstacles,0.0
2026-04-10 18:45:29,/merged_cloud,0.0
2026-04-10 18:45:30,/merged_cloud/obstacles,0.0
2026-04-10 18:45:41,/merged_cloud,0.0
2026-04-10 18:45:42,/merged_cloud/obstacles,0.0
2026-04-10 18:45:53,/merged_cloud,0.0
2026-04-10 18:45:54,/merged_cloud/obstacles,0.0
2026-04-10 18:46:04,/merged_cloud,0.0
2026-04-10 18:46:14,/merged_cloud/obstacles,0.0
2026-04-10 18:46:25,/merged_cloud,0.0
2026-04-10 18:46:35,/merged_cloud/obstacles,0.0
2026-04-10 18:46:46,/merged_cloud,0.0
2026-04-10 18:46:47,/merged_cloud/obstacles,0.0
2026-04-10 18:46:58,/merged_cloud,0.0
2026-04-10 18:47:00,/merged_cloud/obstacles,0.0
2026-04-10 18:47:11,/merged_cloud,0.0
2026-04-10 18:47:12,/merged_cloud/obstacles,0.0
2026-04-10 18:47:23,/merged_cloud,0.0
2026-04-10 18:47:24,/merged_cloud/obstacles,0.0
2026-04-10 18:47:35,/merged_cloud,0.0
2026-04-10 18:47:36,/merged_cloud/obstacles,0.0
2026-04-10 18:47:47,/merged_cloud,0.0
2026-04-10 18:47:48,/merged_cloud/obstacles,0.0
