Timestamp,Topic,Rate(Hz)
2026-04-06 18:55:16,/parameter_events,0.0
2026-04-06 18:55:19,/rosout,0.0
2026-04-06 18:55:24,/parameter_events,0.0
2026-04-06 18:55:27,/rosout,0.0
2026-04-06 18:55:32,/parameter_events,0.0
2026-04-06 18:55:35,/rosout,0.0
2026-04-06 18:55:39,/parameter_events,0.0
2026-04-06 18:55:42,/rosout,0.0
2026-04-06 18:55:47,/parameter_events,0.0
2026-04-06 18:55:50,/rosout,0.0
2026-04-06 18:55:55,/parameter_events,0.0
2026-04-06 18:55:58,/rosout,0.0
2026-04-06 18:56:02,/parameter_events,0.0
2026-04-06 18:56:05,/rosout,0.0
2026-04-06 18:56:10,/parameter_events,0.0
2026-04-06 18:56:13,/rosout,0.0
2026-04-06 18:56:18,/parameter_events,0.0
2026-04-06 18:56:21,/rosout,0.0
2026-04-06 18:56:25,/diagnostics,0.0
2026-04-06 18:56:28,/parameter_events,0.0
2026-04-06 18:56:31,/rosout,0.0
2026-04-06 18:56:34,/tf,0.0
2026-04-06 18:56:37,/tf_static,0.0
2026-04-06 18:56:40,/zed1/joint_states,0.0
2026-04-06 18:56:43,/zed1/robot_description,0.0
2026-04-06 18:56:48,/diagnostics,0.0
2026-04-06 18:56:51,/parameter_events,0.0
2026-04-06 18:56:54,/rosout,0.0
2026-04-06 18:56:57,/tf,0.0
2026-04-06 18:57:00,/tf_static,0.0
2026-04-06 18:57:03,/zed1/joint_states,0.0
2026-04-06 18:57:06,/zed1/robot_description,0.0
2026-04-06 18:57:11,/parameter_events,0.0
2026-04-06 18:57:14,/rosout,0.0
2026-04-06 18:57:17,/tf,0.0
2026-04-06 18:57:20,/tf_static,0.0
2026-04-06 18:57:23,/zed1/joint_states,0.0
2026-04-06 18:57:26,/zed1/robot_description,0.0
2026-04-06 18:57:31,/parameter_events,0.0
2026-04-06 18:57:34,/rosout,0.0
2026-04-06 18:57:37,/tf,0.0
2026-04-06 18:57:40,/tf_static,0.0
2026-04-06 18:57:43,/zed1/joint_states,0.0
2026-04-06 18:57:46,/zed1/robot_description,0.0
2026-04-06 18:57:50,/diagnostics,0.0
2026-04-06 18:57:53,/parameter_events,0.0
2026-04-06 18:57:56,/rosout,0.0
2026-04-06 18:57:59,/tf,0.0
2026-04-06 18:58:02,/tf_static,0.0
2026-04-06 18:58:05,/zed1/joint_states,0.0
2026-04-06 18:58:08,/zed1/robot_description,0.0
2026-04-06 18:58:13,/diagnostics,0.0
2026-04-06 18:58:16,/parameter_events,0.0
